relpath,filename,class_label,split_hint,width,height,channels,mode,image_format,file_size_bytes,content_hash,is_valid,error
cold_shut/cold_shut_00000.jpg,cold_shut_00000.jpg,cold_shut,none,512,512,3,RGB,JPEG,51757,5425b5e8c825b31534541ef48435a137,True,
cold_shut/cold_shut_00001.jpg,cold_shut_00001.jpg,cold_shut,none,512,512,3,RGB,JPEG,54158,2258c51a6a3c295d6ce24d06a7ce2225,True,
cold_shut/cold_shut_00002.jpg,cold_shut_00002.jpg,cold_shut,none,512,512,3,RGB,JPEG,52145,530b0050bcdb2b04829ee60ec1b04d1b,True,
cold_shut/cold_shut_00003.jpg,cold_shut_00003.jpg,cold_shut,none,512,512,3,RGB,JPEG,298017,e2699fe837b04dc20aecfb69b236ed77,True,
cold_shut/cold_shut_00004.jpg,cold_shut_00004.jpg,cold_shut,none,512,512,3,RGB,JPEG,60627,94fd619c93c9a4e3536434881e484b25,True,
cold_shut/cold_shut_00005.jpg,cold_shut_00005.jpg,cold_shut,none,512,512,3,RGB,JPEG,141082,9c7d28a2a7e5a4199c2f2fbd95b96d3c,True,
cold_shut/cold_shut_00006.jpg,cold_shut_00006.jpg,cold_shut,none,512,512,3,RGB,JPEG,58358,ca372949380ecae39d1dd14ca810da92,True,
cold_shut/cold_shut_00007.jpg,cold_shut_00007.jpg,cold_shut,none,512,512,3,RGB,JPEG,73510,57ed9c99a089229d267e8f0da2d47263,True,
cold_shut/cold_shut_00008.jpg,cold_shut_00008.jpg,cold_shut,none,512,512,3,RGB,JPEG,77306,59ef04a9acdcf28d887f15265b6fc08d,True,
cold_shut/cold_shut_00009.jpg,cold_shut_00009.jpg,cold_shut,none,512,512,3,RGB,JPEG,82343,c88fb0656df43aff2da6dbdcf82e60ea,True,
cold_shut/cold_shut_00010.jpg,cold_shut_00010.jpg,cold_shut,none,512,512,3,RGB,JPEG,94088,07b4b454dc41bd79dc278ac3b26cd500,True,
cold_shut/cold_shut_00011.jpg,cold_shut_00011.jpg,cold_shut,none,512,512,3,RGB,JPEG,58898,68eb0473f6afa8b8e8524ab5e8916938,True,
cold_shut/cold_shut_00012.jpg,cold_shut_00012.jpg,cold_shut,none,512,512,3,RGB,JPEG,213295,1ef8751386b02b0907e1cb24a2c9afa1,True,
cold_shut/cold_shut_00013.jpg,cold_shut_00013.jpg,cold_shut,none,512,512,3,RGB,JPEG,52058,fee34882f761e180af6505aa02f44e32,True,
cold_shut/cold_shut_00014.jpg,cold_shut_00014.jpg,cold_shut,none,512,512,3,RGB,JPEG,207655,a436be21b3c1ea6dce9104e77ef8b8bf,True,
cold_shut/cold_shut_00015.jpg,cold_shut_00015.jpg,cold_shut,none,512,512,3,RGB,JPEG,164396,0c1cb2ed3623357ea3e9de014bdde052,True,
cold_shut/cold_shut_00016.jpg,cold_shut_00016.jpg,cold_shut,none,512,512,3,RGB,JPEG,51245,1ac42a32f2f66262bcedd2f2264c56fb,True,
cold_shut/cold_shut_00017.jpg,cold_shut_00017.jpg,cold_shut,none,512,512,3,RGB,JPEG,76599,f25f565d89b9b2bb79e82a4ea70b496c,True,
cold_shut/cold_shut_00018.jpg,cold_shut_00018.jpg,cold_shut,none,512,512,3,RGB,JPEG,51740,312154ca0f0a7df85d5348cc4ada8d8d,True,
cold_shut/cold_shut_00019.jpg,cold_shut_00019.jpg,cold_shut,none,512,512,3,RGB,JPEG,68636,e848dcc37c3af991625f70700e03061b,True,
cold_shut/cold_shut_00020.jpg,cold_shut_00020.jpg,cold_shut,none,512,512,3,RGB,JPEG,212293,17e26551026358cb5a214525463c3b00,True,
cold_shut/cold_shut_00021.jpg,cold_shut_00021.jpg,cold_shut,none,512,512,3,RGB,JPEG,76998,66f04e59638648d398a63811f40eb8d0,True,
cold_shut/cold_shut_00022.jpg,cold_shut_00022.jpg,cold_shut,none,512,512,3,RGB,JPEG,47958,6bbdeda55413b2e335c0617b00efc800,True,
cold_shut/cold_shut_00023.jpg,cold_shut_00023.jpg,cold_shut,none,512,512,3,RGB,JPEG,87402,4a11e7c06f82285c7f817729e332ec8e,True,
cold_shut/cold_shut_00024.jpg,cold_shut_00024.jpg,cold_shut,none,512,512,3,RGB,JPEG,87835,b4245751269de6c3bd14a7f3faa3ad75,True,
cold_shut/cold_shut_00025.jpg,cold_shut_00025.jpg,cold_shut,none,512,512,3,RGB,JPEG,78215,e69e25819595e242eb08e8466e287953,True,
cold_shut/cold_shut_00026.jpg,cold_shut_00026.jpg,cold_shut,none,512,512,3,RGB,JPEG,46378,0915fcf0b608ca3e9aa1daa296e90701,True,
cold_shut/cold_shut_00027.jpg,cold_shut_00027.jpg,cold_shut,none,512,512,3,RGB,JPEG,138036,6046aab9017b70e50d09a3a11b14ea49,True,
cold_shut/cold_shut_00028.jpg,cold_shut_00028.jpg,cold_shut,none,512,512,3,RGB,JPEG,51309,c084f1282d1d876f0f1e2ab8a0c0ab15,True,
cold_shut/cold_shut_00029.jpg,cold_shut_00029.jpg,cold_shut,none,512,512,3,RGB,JPEG,209815,d5f7417db1cdeabf02e9bd17ddce8022,True,
cold_shut/cold_shut_00030.jpg,cold_shut_00030.jpg,cold_shut,none,512,512,3,RGB,JPEG,40449,001aec573911e607807d35296abbb317,True,
cold_shut/cold_shut_00031.jpg,cold_shut_00031.jpg,cold_shut,none,512,512,3,RGB,JPEG,46367,c51b07fe80cb9d65283edf25ffd436a0,True,
cold_shut/cold_shut_00032.jpg,cold_shut_00032.jpg,cold_shut,none,512,512,3,RGB,JPEG,60665,063c6608b49c430f694f0e3fefc21b5f,True,
cold_shut/cold_shut_00033.jpg,cold_shut_00033.jpg,cold_shut,none,512,512,3,RGB,JPEG,56620,44c2e355f32e3c1c4bb07d5b41dd7553,True,
cold_shut/cold_shut_00034.jpg,cold_shut_00034.jpg,cold_shut,none,512,512,3,RGB,JPEG,64399,18961f3b3fad61611feaed25dd3ff73c,True,
cold_shut/cold_shut_00035.jpg,cold_shut_00035.jpg,cold_shut,none,512,512,3,RGB,JPEG,68111,d629053bdb40f56cabe288b664c700e6,True,
cold_shut/cold_shut_00036.jpg,cold_shut_00036.jpg,cold_shut,none,512,512,3,RGB,JPEG,310464,eac42125c597a634fb7f6618edb8d7f5,True,
cold_shut/cold_shut_00037.jpg,cold_shut_00037.jpg,cold_shut,none,512,512,3,RGB,JPEG,64556,91acef4815128c8e1911c1901270db4a,True,
cold_shut/cold_shut_00038.jpg,cold_shut_00038.jpg,cold_shut,none,512,512,3,RGB,JPEG,60521,2b2bbc7c46a5a5999bb581b330db5aef,True,
cold_shut/cold_shut_00039.jpg,cold_shut_00039.jpg,cold_shut,none,512,512,3,RGB,JPEG,90879,3d709ee547af4332f89cc2099850ff79,True,
cold_shut/cold_shut_00040.jpg,cold_shut_00040.jpg,cold_shut,none,512,512,3,RGB,JPEG,58428,3f6dd02b5c5b10e522221eeb7f61857b,True,
cold_shut/cold_shut_00041.jpg,cold_shut_00041.jpg,cold_shut,none,512,512,3,RGB,JPEG,68587,6922f66f8f3341901ec173820d04f74d,True,
cold_shut/cold_shut_00042.jpg,cold_shut_00042.jpg,cold_shut,none,512,512,3,RGB,JPEG,67835,4ac6d64916d5d9494c50db569ab163aa,True,
cold_shut/cold_shut_00043.jpg,cold_shut_00043.jpg,cold_shut,none,512,512,3,RGB,JPEG,86211,b67a7409af938f63bc9cdadfefbb3188,True,
cold_shut/cold_shut_00044.jpg,cold_shut_00044.jpg,cold_shut,none,512,512,3,RGB,JPEG,59163,5aaeeba2c2fad0437ae539115b296146,True,
cold_shut/cold_shut_00045.jpg,cold_shut_00045.jpg,cold_shut,none,512,512,3,RGB,JPEG,59073,4e3609ac91268d9138a7913a2165e1d1,True,
cold_shut/cold_shut_00046.jpg,cold_shut_00046.jpg,cold_shut,none,512,512,3,RGB,JPEG,295075,c2e12bf6da6ae1dde2e7793b9265c418,True,
cold_shut/cold_shut_00047.jpg,cold_shut_00047.jpg,cold_shut,none,512,512,3,RGB,JPEG,64341,21199cb6ff49d6aed7c8e599f8e40c20,True,
cold_shut/cold_shut_00048.jpg,cold_shut_00048.jpg,cold_shut,none,512,512,3,RGB,JPEG,54607,f93dd7c25d885a8ba0174b5e350140a7,True,
cold_shut/cold_shut_00049.jpg,cold_shut_00049.jpg,cold_shut,none,512,512,3,RGB,JPEG,175915,7569df6730403c30d04fa9c590cf234f,True,
cold_shut/cold_shut_00050.jpg,cold_shut_00050.jpg,cold_shut,none,512,512,3,RGB,JPEG,59137,7e6092641e806c03a1e411189990ba32,True,
cold_shut/cold_shut_00051.jpg,cold_shut_00051.jpg,cold_shut,none,512,512,3,RGB,JPEG,52925,45c1973a28d4b0bc19a5c3e6325ebeab,True,
cold_shut/cold_shut_00052.jpg,cold_shut_00052.jpg,cold_shut,none,512,512,3,RGB,JPEG,342123,1279714530bfd75c03971550ee038bae,True,
cold_shut/cold_shut_00053.jpg,cold_shut_00053.jpg,cold_shut,none,512,512,3,RGB,JPEG,312683,87d454401019a5dcdf65e8d1fe36a37e,True,
cold_shut/cold_shut_00054.jpg,cold_shut_00054.jpg,cold_shut,none,512,512,3,RGB,JPEG,44770,584e6c5a7ee742e42acc2ffc9ca4464e,True,
cold_shut/cold_shut_00055.jpg,cold_shut_00055.jpg,cold_shut,none,512,512,3,RGB,JPEG,66576,a0f324e45d47fcf649ebea2e63d17624,True,
cold_shut/cold_shut_00056.jpg,cold_shut_00056.jpg,cold_shut,none,512,512,3,RGB,JPEG,110975,84e0a82b37d7717019f69865d28efe5f,True,
cold_shut/cold_shut_00057.jpg,cold_shut_00057.jpg,cold_shut,none,512,512,3,RGB,JPEG,93326,a430615d80f3399e90012fe434172919,True,
cold_shut/cold_shut_00058.jpg,cold_shut_00058.jpg,cold_shut,none,512,512,3,RGB,JPEG,272978,1d321457a6f00a46f15e94adcf8767f5,True,
cold_shut/cold_shut_00059.jpg,cold_shut_00059.jpg,cold_shut,none,512,512,3,RGB,JPEG,152746,7b24065ffc0d872543fe6f30f34ebf5b,True,
cold_shut/cold_shut_00060.jpg,cold_shut_00060.jpg,cold_shut,none,512,512,3,RGB,JPEG,171684,91c799d38e3688b78fb59f025762d74c,True,
cold_shut/cold_shut_00061.jpg,cold_shut_00061.jpg,cold_shut,none,512,512,3,RGB,JPEG,98966,9d15a278c56785b09c9f7d263d818ec1,True,
cold_shut/cold_shut_00062.jpg,cold_shut_00062.jpg,cold_shut,none,512,512,3,RGB,JPEG,63175,1ebd231985394fb5fad7a7d40d527a21,True,
cold_shut/cold_shut_00063.jpg,cold_shut_00063.jpg,cold_shut,none,512,512,3,RGB,JPEG,89575,1abafdb45ec8a9fe158a21fc444a303a,True,
cold_shut/cold_shut_00064.jpg,cold_shut_00064.jpg,cold_shut,none,512,512,3,RGB,JPEG,148135,f9b05e8c647529e95bf358fc4e2d0b54,True,
cold_shut/cold_shut_00065.jpg,cold_shut_00065.jpg,cold_shut,none,512,512,3,RGB,JPEG,66030,8487e5ef83b3e00f86b967bce371ee4f,True,
cold_shut/cold_shut_00066.jpg,cold_shut_00066.jpg,cold_shut,none,512,512,3,RGB,JPEG,139058,1ff7eb7c5561ddeca1b109cd0061a61c,True,
cold_shut/cold_shut_00067.jpg,cold_shut_00067.jpg,cold_shut,none,512,512,3,RGB,JPEG,52111,4b5d0b34ef0e604eeb57b0e9e072114d,True,
cold_shut/cold_shut_00068.jpg,cold_shut_00068.jpg,cold_shut,none,512,512,3,RGB,JPEG,96543,a1ae42a18bf4373b9bd3f71ab0308170,True,
cold_shut/cold_shut_00069.jpg,cold_shut_00069.jpg,cold_shut,none,512,512,3,RGB,JPEG,78474,e788de7a9c6eb8c555b3fdb770987fe4,True,
